,F_equation_0,G_equation_0,type,state
18051,0.0,-1.87*x_1_0 + 1.87*x_2_0,Heat,True
18052,5.23800000000000,9.518*sin(x_1_0*x_2_0),Kuramoto,True
18053,x_1_0*(0.368 - 0.283*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18054,-1.163*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18055,-x_1_0,exp(1.85*x_2_0)/(exp(1.85*x_2_0) + 731.611766771),Neural,True
18056,-x_1_0,exp(1.702*x_2_0)/(exp(1.702*x_2_0) + 94321.0813650736),Neural,True
18057,-3.812*x_1_0 + 1.096*tanh(x_1_0),tanh(x_2_0),Excitation,True
18058,-0.915*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18059,x_1_0*(0.259 - 1.117*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18060,-0.11925196580903*x_1_0*(x_1_0 - 5.994)*(x_1_0 - 1.399) + 0.12,x_1_0*x_2_0/(0.992*x_1_0 + 0.146*x_2_0 + 5.471),Mutualistic,True
18061,8.01600000000000,8.191*sin(x_1_0*x_2_0),Kuramoto,True
18062,7.27700000000000,8.566*sin(x_1_0*x_2_0),Kuramoto,True
18063,-0.733*x_1_0**3.0,x_2_0**1.0,Population,True
18064,-1.934*x_1_0 + 4.616*tanh(x_1_0),tanh(x_2_0),Excitation,True
18065,0.0,-0.609*x_1_0 + 0.609*x_2_0,Heat,True
18066,-0.139508597705614*x_1_0*(x_1_0 - 5.259)*(x_1_0 - 1.363) + 0.078,x_1_0*x_2_0/(0.89*x_1_0 + 0.073*x_2_0 + 5.873),Mutualistic,True
18067,-x_1_0,exp(1.323*x_2_0)/(exp(1.323*x_2_0) + 235637.5268214),Neural,True
18068,0.0,-0.568*x_1_0 + 0.568*x_2_0,Heat,True
18069,-x_1_0,exp(2.433*x_2_0)/(exp(2.433*x_2_0) + 674949208.946164),Neural,True
18070,-x_1_0,exp(0.106*x_2_0)/(exp(0.106*x_2_0) + 2.45450718061105),Neural,True
18071,5.02300000000000,6.237*sin(x_1_0*x_2_0),Kuramoto,True
18072,0.717*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18073,-0.350186404222968*x_1_0*(x_1_0 - 5.298)*(x_1_0 - 0.539) + 0.063,x_1_0*x_2_0/(0.936*x_1_0 + 0.114*x_2_0 + 5.938),Mutualistic,True
18074,0.0,-1.93*x_1_0 + 1.93*x_2_0,Heat,True
18075,x_1_0*(0.549 - 0.966*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18076,-5.996*x_1_0,2.839*x_2_0*(1 - x_1_0),Epidemic,True
18077,7.34500000000000,6.589*sin(x_1_0*x_2_0),Kuramoto,True
18078,0.0,-1.45*x_1_0 + 1.45*x_2_0,Heat,True
18079,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18080,-4.5*x_1_0 + 1.373*tanh(x_1_0),tanh(x_2_0),Excitation,True
18081,0.534*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18082,0.0,-0.799*x_1_0 + 0.799*x_2_0,Heat,True
18083,-3.117*x_1_0,2.516*x_2_0*(1 - x_1_0),Epidemic,True
18084,-3.215*x_1_0 + 1.586*tanh(x_1_0),tanh(x_2_0),Excitation,True
18085,-1.925*x_1_0 + 2.542*tanh(x_1_0),tanh(x_2_0),Excitation,True
18086,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18087,7.68600000000000,5.184*sin(x_1_0*x_2_0),Kuramoto,True
18088,-2.171*x_1_0 + 2.245*tanh(x_1_0),tanh(x_2_0),Excitation,True
18089,x_1_0*(0.208 - 1.535*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18090,x_1_0*(0.982 - 1.883*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18091,-0.597*x_1_0**3.0,x_2_0**2.0,Population,True
18092,-x_1_0,exp(0.357*x_2_0)/(exp(0.357*x_2_0) + 29.3834914109272),Neural,True
18093,-3.716*x_1_0 + 1.525*tanh(x_1_0),tanh(x_2_0),Excitation,True
18094,0.826*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18095,-1.464*x_1_0 + 3.278*tanh(x_1_0),tanh(x_2_0),Excitation,True
18096,-1.09*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18097,-0.192*x_1_0**3.0,x_2_0**1.0,Population,True
18098,-0.18404587306577*x_1_0*(x_1_0 - 5.369)*(x_1_0 - 1.012) + 0.089,x_1_0*x_2_0/(0.856*x_1_0 + 0.134*x_2_0 + 4.341),Mutualistic,True
18099,-0.856*x_1_0**3.0,x_2_0**1.0,Population,True
18100,8.07400000000000,9.806*sin(x_1_0*x_2_0),Kuramoto,True
18101,-0.199*x_1_0**3.0,x_2_0**2.0,Population,True
18102,x_1_0*(1.238 - 0.181*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18103,x_1_0*(1.588 - 1.441*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18104,-3.185*x_1_0,2.416*x_2_0*(1 - x_1_0),Epidemic,True
18105,5.93000000000000,6.327*sin(x_1_0*x_2_0),Kuramoto,True
18106,6.52700000000000,8.499*sin(x_1_0*x_2_0),Kuramoto,True
18107,-x_1_0,exp(0.219*x_2_0)/(exp(0.219*x_2_0) + 4.64627582100525),Neural,True
18108,-0.244212529372662*x_1_0*(x_1_0 - 4.103)*(x_1_0 - 0.998) + 0.116,x_1_0*x_2_0/(0.97*x_1_0 + 0.064*x_2_0 + 4.764),Mutualistic,True
18109,-0.858*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18110,-4.304*x_1_0 + 1.684*tanh(x_1_0),tanh(x_2_0),Excitation,True
18111,x_1_0*(1.405 - 0.806*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18112,0.0,-1.316*x_1_0 + 1.316*x_2_0,Heat,True
18113,-7.8*x_1_0,1.775*x_2_0*(1 - x_1_0),Epidemic,True
18114,-6.565*x_1_0,4.843*x_2_0*(1 - x_1_0),Epidemic,True
18115,-1.579*x_1_0**3.0,x_2_0**1.0,Population,True
18116,7.55800000000000,6.563*sin(x_1_0*x_2_0),Kuramoto,True
18117,-1.101*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18118,-0.507*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18119,0.0,-1.389*x_1_0 + 1.389*x_2_0,Heat,True
18120,-0.737*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18121,-x_1_0,exp(2.37*x_2_0)/(exp(2.37*x_2_0) + 491159755.276358),Neural,True
18122,0.5*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18123,-5.757*x_1_0,4.23*x_2_0*(1 - x_1_0),Epidemic,True
18124,-1.881*x_1_0 + 4.13*tanh(x_1_0),tanh(x_2_0),Excitation,True
18125,-0.99*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18126,-2.807*x_1_0 + 1.92*tanh(x_1_0),tanh(x_2_0),Excitation,True
18127,-7.049*x_1_0,3.037*x_2_0*(1 - x_1_0),Epidemic,True
18128,-6.653*x_1_0,1.239*x_2_0*(1 - x_1_0),Epidemic,True
18129,0.0,-0.624*x_1_0 + 0.624*x_2_0,Heat,True
18130,-0.507*x_1_0**3.0,x_2_0**2.0,Population,True
18131,-1.01*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18132,8.05200000000000,5.224*sin(x_1_0*x_2_0),Kuramoto,True
18133,0.661*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18134,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18135,-0.767*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18136,1.035*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18137,x_1_0*(0.402 - 0.066*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18138,0.0,-1.591*x_1_0 + 1.591*x_2_0,Heat,True
18139,x_1_0*(0.932 - 0.734*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18140,0.0,-0.625*x_1_0 + 0.625*x_2_0,Heat,True
18141,-0.144443712596301*x_1_0*(x_1_0 - 5.684)*(x_1_0 - 1.218) + 0.098,x_1_0*x_2_0/(0.962*x_1_0 + 0.132*x_2_0 + 4.676),Mutualistic,True
18142,-2.515*x_1_0 + 1.991*tanh(x_1_0),tanh(x_2_0),Excitation,True
18143,x_1_0*(1.037 - 1.59*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18144,-0.188712572635469*x_1_0*(x_1_0 - 4.219)*(x_1_0 - 1.256) + 0.13,x_1_0*x_2_0/(0.978*x_1_0 + 0.149*x_2_0 + 4.006),Mutualistic,True
18145,0.0,-1.462*x_1_0 + 1.462*x_2_0,Heat,True
18146,-x_1_0,exp(0.217*x_2_0)/(exp(0.217*x_2_0) + 7.62592784743519),Neural,True
18147,x_1_0*(1.662 - 0.932*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18148,0.848*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18149,-1.352*x_1_0 + 2.328*tanh(x_1_0),tanh(x_2_0),Excitation,True
18150,-1.528*x_1_0,3.127*x_2_0*(1 - x_1_0),Epidemic,True
18151,-x_1_0,exp(1.61*x_2_0)/(exp(1.61*x_2_0) + 1088.1453366778),Neural,True
18152,7.00000000000000,7.689*sin(x_1_0*x_2_0),Kuramoto,True
18153,1.097*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18154,-2.571*x_1_0 + 1.892*tanh(x_1_0),tanh(x_2_0),Excitation,True
18155,0.761*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18156,x_1_0*(0.362 - 0.077*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18157,-0.171843273435642*x_1_0*(x_1_0 - 5.574)*(x_1_0 - 1.044) + 0.059,x_1_0*x_2_0/(0.994*x_1_0 + 0.051*x_2_0 + 4.442),Mutualistic,True
18158,-0.185121009901753*x_1_0*(x_1_0 - 5.359)*(x_1_0 - 1.008) + 0.058,x_1_0*x_2_0/(0.922*x_1_0 + 0.08*x_2_0 + 4.084),Mutualistic,True
18159,6.60100000000000,9.109*sin(x_1_0*x_2_0),Kuramoto,True
18160,0.0,-1.49*x_1_0 + 1.49*x_2_0,Heat,True
18161,-0.708*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18162,-1.453*x_1_0,2.242*x_2_0*(1 - x_1_0),Epidemic,True
18163,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18164,x_1_0*(0.113 - 0.353*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18165,x_1_0*(1.217 - 0.701*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18166,-6.165*x_1_0,0.442*x_2_0*(1 - x_1_0),Epidemic,True
18167,-x_1_0,exp(0.544*x_2_0)/(exp(0.544*x_2_0) + 38.0467626798167),Neural,True
18168,-x_1_0,exp(0.792*x_2_0)/(exp(0.792*x_2_0) + 98.069851972839),Neural,True
18169,-4.308*x_1_0 + 1.823*tanh(x_1_0),tanh(x_2_0),Excitation,True
18170,7.64600000000000,5.501*sin(x_1_0*x_2_0),Kuramoto,True
18171,1.289*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18172,-0.326499481518823*x_1_0*(x_1_0 - 4.426)*(x_1_0 - 0.692) + 0.144,x_1_0*x_2_0/(0.822*x_1_0 + 0.146*x_2_0 + 4.536),Mutualistic,True
18173,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18174,-0.189735463227749*x_1_0*(x_1_0 - 5.208)*(x_1_0 - 1.012) + 0.091,x_1_0*x_2_0/(0.801*x_1_0 + 0.13*x_2_0 + 4.568),Mutualistic,True
18175,-1.213*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18176,-0.599*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18177,-7.386*x_1_0,0.457*x_2_0*(1 - x_1_0),Epidemic,True
18178,-2.657*x_1_0,3.203*x_2_0*(1 - x_1_0),Epidemic,True
18179,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18180,0.732*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18181,9.05700000000000,8.909*sin(x_1_0*x_2_0),Kuramoto,True
18182,-1.685*x_1_0**1.0,x_2_0**1.0,Population,True
18183,-4.057*x_1_0 + 2.222*tanh(x_1_0),tanh(x_2_0),Excitation,True
18184,0.0,-1.407*x_1_0 + 1.407*x_2_0,Heat,True
18185,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18186,-0.346*x_1_0**1.0,x_2_0**1.0,Population,True
18187,-1.173*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18188,8.66500000000000,8.56*sin(x_1_0*x_2_0),Kuramoto,True
18189,-5.67*x_1_0,3.317*x_2_0*(1 - x_1_0),Epidemic,True
18190,-x_1_0,exp(1.474*x_2_0)/(exp(1.474*x_2_0) + 72875.2241891475),Neural,True
18191,-0.195*x_1_0**3.0,x_2_0**1.0,Population,True
18192,0.0,-1.954*x_1_0 + 1.954*x_2_0,Heat,True
18193,-4.509*x_1_0,0.92*x_2_0*(1 - x_1_0),Epidemic,True
18194,-2.365*x_1_0 + 2.579*tanh(x_1_0),tanh(x_2_0),Excitation,True
18195,1.406*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18196,0.0,-0.64*x_1_0 + 0.64*x_2_0,Heat,True
18197,-x_1_0,exp(0.597*x_2_0)/(exp(0.597*x_2_0) + 2.88198991999976),Neural,True
18198,1.274*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18199,-5.148*x_1_0,2.305*x_2_0*(1 - x_1_0),Epidemic,True
18200,0.0,-1.913*x_1_0 + 1.913*x_2_0,Heat,True
18201,-0.178383616107042*x_1_0*(x_1_0 - 5.732)*(x_1_0 - 0.978) + 0.148,x_1_0*x_2_0/(0.928*x_1_0 + 0.097*x_2_0 + 4.51),Mutualistic,True
18202,-1.743*x_1_0**3.0,x_2_0**1.0,Population,True
18203,-1.36*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18204,x_1_0*(1.396 - 0.654*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18205,0.0,-0.561*x_1_0 + 0.561*x_2_0,Heat,True
18206,-3.424*x_1_0,4.734*x_2_0*(1 - x_1_0),Epidemic,True
18207,7.33900000000000,9.94*sin(x_1_0*x_2_0),Kuramoto,True
18208,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18209,-x_1_0,exp(0.985*x_2_0)/(exp(0.985*x_2_0) + 26.6295100171457),Neural,True
18210,0.0,-1.605*x_1_0 + 1.605*x_2_0,Heat,True
18211,-0.170397781693519*x_1_0*(x_1_0 - 5.389)*(x_1_0 - 1.089) + 0.114,x_1_0*x_2_0/(0.825*x_1_0 + 0.064*x_2_0 + 4.89),Mutualistic,True
18212,9.92900000000000,6.281*sin(x_1_0*x_2_0),Kuramoto,True
18213,-0.912*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18214,-4.741*x_1_0,1.597*x_2_0*(1 - x_1_0),Epidemic,True
18215,-0.739*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18216,7.95500000000000,8.563*sin(x_1_0*x_2_0),Kuramoto,True
18217,-x_1_0,exp(1.326*x_2_0)/(exp(1.326*x_2_0) + 23.2876691626979),Neural,True
18218,x_1_0*(1.603 - 0.069*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18219,5.90500000000000,8.288*sin(x_1_0*x_2_0),Kuramoto,True
18220,-1.168*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18221,9.75100000000000,7.811*sin(x_1_0*x_2_0),Kuramoto,True
18222,x_1_0*(0.84 - 0.271*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18223,0.0,-1.975*x_1_0 + 1.975*x_2_0,Heat,True
18224,-0.909*x_1_0**1.0,x_2_0**1.0,Population,True
18225,x_1_0*(1.403 - 1.597*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18226,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18227,-0.315121813488222*x_1_0*(x_1_0 - 4.132)*(x_1_0 - 0.768) + 0.139,x_1_0*x_2_0/(0.884*x_1_0 + 0.075*x_2_0 + 4.866),Mutualistic,True
18228,-1.276*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18229,-0.264*x_1_0**1.0,x_2_0**2.0,Population,True
18230,8.86600000000000,7.987*sin(x_1_0*x_2_0),Kuramoto,True
18231,6.01100000000000,8.44*sin(x_1_0*x_2_0),Kuramoto,True
18232,x_1_0*(0.229 - 1.612*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18233,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18234,-0.119959108339149*x_1_0*(x_1_0 - 5.929)*(x_1_0 - 1.406) + 0.138,x_1_0*x_2_0/(0.826*x_1_0 + 0.128*x_2_0 + 4.778),Mutualistic,True
18235,-0.392*x_1_0**1.0,x_2_0**1.0,Population,True
18236,-x_1_0,exp(2.398*x_2_0)/(exp(2.398*x_2_0) + 221667.546470089),Neural,True
18237,6.92000000000000,6.538*sin(x_1_0*x_2_0),Kuramoto,True
18238,-4.233*x_1_0,4.229*x_2_0*(1 - x_1_0),Epidemic,True
18239,-3.928*x_1_0 + 1.447*tanh(x_1_0),tanh(x_2_0),Excitation,True
18240,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18241,x_1_0*(1.881 - 1.758*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18242,-0.15262608440833*x_1_0*(x_1_0 - 5.624)*(x_1_0 - 1.165) + 0.146,x_1_0*x_2_0/(0.812*x_1_0 + 0.095*x_2_0 + 4.31),Mutualistic,True
18243,-1.42*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18244,-0.557*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18245,-7.723*x_1_0,2.63*x_2_0*(1 - x_1_0),Epidemic,True
18246,9.27200000000000,7.186*sin(x_1_0*x_2_0),Kuramoto,True
18247,-x_1_0,exp(1.15*x_2_0)/(exp(1.15*x_2_0) + 5168.04627725731),Neural,True
18248,-1.951*x_1_0**1.0,x_2_0**2.0,Population,True
18249,x_1_0*(0.395 - 1.468*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18250,-1.503*x_1_0**1.0,x_2_0**2.0,Population,True
18251,-2.47*x_1_0 + 4.782*tanh(x_1_0),tanh(x_2_0),Excitation,True
18252,x_1_0*(0.613 - 1.406*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18253,7.81900000000000,8.742*sin(x_1_0*x_2_0),Kuramoto,True
18254,-0.258*x_1_0**1.0,x_2_0**2.0,Population,True
18255,-0.162575138164481*x_1_0*(x_1_0 - 5.226)*(x_1_0 - 1.177) + 0.116,x_1_0*x_2_0/(0.829*x_1_0 + 0.101*x_2_0 + 5.878),Mutualistic,True
18256,0.0,-1.421*x_1_0 + 1.421*x_2_0,Heat,True
18257,-3.383*x_1_0,3.676*x_2_0*(1 - x_1_0),Epidemic,True
18258,-1.119*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18259,x_1_0*(1.818 - 0.759*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18260,-1.219*x_1_0**3.0,x_2_0**2.0,Population,True
18261,0.0,-1.966*x_1_0 + 1.966*x_2_0,Heat,True
18262,0.0,-1.826*x_1_0 + 1.826*x_2_0,Heat,True
18263,1.352*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18264,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18265,0.0,-0.584*x_1_0 + 0.584*x_2_0,Heat,True
18266,0.0,-1.484*x_1_0 + 1.484*x_2_0,Heat,True
18267,0.0,-1.508*x_1_0 + 1.508*x_2_0,Heat,True
18268,x_1_0*(0.951 - 1.865*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18269,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18270,-7.58*x_1_0,3.572*x_2_0*(1 - x_1_0),Epidemic,True
18271,-0.919*x_1_0**3.0,x_2_0**2.0,Population,True
18272,0.0,-0.719*x_1_0 + 0.719*x_2_0,Heat,True
18273,-0.192472293132223*x_1_0*(x_1_0 - 5.307)*(x_1_0 - 0.979) + 0.093,x_1_0*x_2_0/(0.855*x_1_0 + 0.083*x_2_0 + 4.704),Mutualistic,True
18274,-x_1_0,exp(0.913*x_2_0)/(exp(0.913*x_2_0) + 889.708605886654),Neural,True
18275,0.0,-1.077*x_1_0 + 1.077*x_2_0,Heat,True
18276,5.30400000000000,9.02*sin(x_1_0*x_2_0),Kuramoto,True
18277,0.0,-0.696*x_1_0 + 0.696*x_2_0,Heat,True
18278,-x_1_0,exp(0.454*x_2_0)/(exp(0.454*x_2_0) + 51.8307706037189),Neural,True
18279,-0.748*x_1_0**3.0,x_2_0**2.0,Population,True
18280,0.0,-0.676*x_1_0 + 0.676*x_2_0,Heat,True
18281,9.66300000000000,7.606*sin(x_1_0*x_2_0),Kuramoto,True
18282,0.574*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18283,-2.474*x_1_0 + 3.216*tanh(x_1_0),tanh(x_2_0),Excitation,True
18284,-3.427*x_1_0 + 1.834*tanh(x_1_0),tanh(x_2_0),Excitation,True
18285,-0.552*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18286,6.19400000000000,5.616*sin(x_1_0*x_2_0),Kuramoto,True
18287,-0.155961617222155*x_1_0*(x_1_0 - 4.653)*(x_1_0 - 1.378) + 0.057,x_1_0*x_2_0/(0.815*x_1_0 + 0.082*x_2_0 + 5.59),Mutualistic,True
18288,-3.563*x_1_0,1.788*x_2_0*(1 - x_1_0),Epidemic,True
18289,0.0,-0.507*x_1_0 + 0.507*x_2_0,Heat,True
18290,-2.447*x_1_0 + 1.639*tanh(x_1_0),tanh(x_2_0),Excitation,True
18291,-0.135094971765151*x_1_0*(x_1_0 - 5.07)*(x_1_0 - 1.46) + 0.121,x_1_0*x_2_0/(0.921*x_1_0 + 0.064*x_2_0 + 5.62),Mutualistic,True
18292,-0.400427656737396*x_1_0*(x_1_0 - 4.015)*(x_1_0 - 0.622) + 0.1,x_1_0*x_2_0/(0.927*x_1_0 + 0.092*x_2_0 + 4.008),Mutualistic,True
18293,-6.827*x_1_0,2.854*x_2_0*(1 - x_1_0),Epidemic,True
18294,-x_1_0,exp(1.549*x_2_0)/(exp(1.549*x_2_0) + 4.87747174221181),Neural,True
18295,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18296,-3.066*x_1_0,0.82*x_2_0*(1 - x_1_0),Epidemic,True
18297,-1.789*x_1_0**3.0,x_2_0**2.0,Population,True
18298,-2.38*x_1_0,3.778*x_2_0*(1 - x_1_0),Epidemic,True
18299,-x_1_0,exp(2.864*x_2_0)/(exp(2.864*x_2_0) + 33497.6980323532),Neural,True
18300,-1.271*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18301,8.72500000000000,5.973*sin(x_1_0*x_2_0),Kuramoto,True
18302,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18303,-1.625*x_1_0**1.0,x_2_0**1.0,Population,True
18304,-1.133*x_1_0**1.0,x_2_0**2.0,Population,True
18305,9.01500000000000,8.661*sin(x_1_0*x_2_0),Kuramoto,True
18306,-0.191557083244579*x_1_0*(x_1_0 - 4.088)*(x_1_0 - 1.277) + 0.058,x_1_0*x_2_0/(0.941*x_1_0 + 0.141*x_2_0 + 5.371),Mutualistic,True
18307,-0.868*x_1_0**3.0,x_2_0**1.0,Population,True
18308,-2.264*x_1_0 + 3.131*tanh(x_1_0),tanh(x_2_0),Excitation,True
18309,-1.027*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18310,1.347*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18311,-1.279*x_1_0**1.0,x_2_0**1.0,Population,True
18312,-4.206*x_1_0 + 1.614*tanh(x_1_0),tanh(x_2_0),Excitation,True
18313,-1.099*x_1_0**3.0,x_2_0**1.0,Population,True
18314,0.0,-1.584*x_1_0 + 1.584*x_2_0,Heat,True
18315,-0.601*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18316,9.25400000000000,8.626*sin(x_1_0*x_2_0),Kuramoto,True
18317,-3.274*x_1_0,0.603*x_2_0*(1 - x_1_0),Epidemic,True
18318,x_1_0*(1.184 - 0.193*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18319,-3.878*x_1_0,0.779*x_2_0*(1 - x_1_0),Epidemic,True
18320,-x_1_0,exp(2.078*x_2_0)/(exp(2.078*x_2_0) + 4620576.32061589),Neural,True
18321,-0.191116887088143*x_1_0*(x_1_0 - 5.15)*(x_1_0 - 1.016) + 0.11,x_1_0*x_2_0/(0.965*x_1_0 + 0.084*x_2_0 + 5.5),Mutualistic,True
18322,-0.14447630949715*x_1_0*(x_1_0 - 4.79)*(x_1_0 - 1.445) + 0.087,x_1_0*x_2_0/(0.843*x_1_0 + 0.076*x_2_0 + 4.978),Mutualistic,True
18323,-4.632*x_1_0 + 4.812*tanh(x_1_0),tanh(x_2_0),Excitation,True
18324,-0.89*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18325,x_1_0*(0.82 - 1.84*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18326,-0.119794193575437*x_1_0*(x_1_0 - 5.858)*(x_1_0 - 1.425) + 0.081,x_1_0*x_2_0/(0.985*x_1_0 + 0.127*x_2_0 + 4.85),Mutualistic,True
18327,-2.368*x_1_0,0.534*x_2_0*(1 - x_1_0),Epidemic,True
18328,-4.104*x_1_0,2.089*x_2_0*(1 - x_1_0),Epidemic,True
18329,0.0,-1.336*x_1_0 + 1.336*x_2_0,Heat,True
18330,-0.915*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
