,F_equation_0,F_equation_1,G_equation_0,G_equation_1,type,state
5664,0.285*x_1_1,-0.391*x_1_1,-0.023*x_1_0*x_2_1,0.101*x_1_0*x_2_1,SIS,True
5665,0.0,0.0,-0.101*x_1_0*x_2_1,0.133*x_1_0*x_2_1,SI,True
5666,-x_1_0**3 + x_1_0 - x_1_1,0.958*x_1_0 + 0.031*x_1_1 + 0.407,0.666*x_1_0 - 0.666*x_2_0,0.0,FitzHughNagumo,True
5667,0.0,0.0,-0.101*x_1_0*x_2_1,0.123*x_1_0*x_2_1,SI,True
5668,-x_1_0**3 + x_1_0 - x_1_1,0.405*x_1_0 + 0.026*x_1_1 + 0.213,0.954*x_1_0 - 0.954*x_2_0,0.0,FitzHughNagumo,True
5669,0.384*x_1_1,-0.222*x_1_1,-0.135*x_1_0*x_2_1,0.09*x_1_0*x_2_1,SIS,True
5670,-x_1_0**3 + x_1_0 - x_1_1,0.435*x_1_0 + 0.015*x_1_1 + 0.254,0.761*x_1_0 - 0.761*x_2_0,0.0,FitzHughNagumo,True
5671,-x_1_0**3 + x_1_0 - x_1_1,0.196*x_1_0 + 0.044*x_1_1 + 0.428,0.972*x_1_0 - 0.972*x_2_0,0.0,FitzHughNagumo,True
5672,0.122*x_1_1,-0.294*x_1_1,-0.135*x_1_0*x_2_1,0.07*x_1_0*x_2_1,SIS,True
5673,0.227*x_1_1,-0.379*x_1_1,-0.175*x_1_0*x_2_1,0.053*x_1_0*x_2_1,SIS,True
5674,0.196*x_1_1,-0.286*x_1_1,-0.033*x_1_0*x_2_1,0.086*x_1_0*x_2_1,SIS,True
5675,0.29*x_1_1,-0.106*x_1_1,-0.108*x_1_0*x_2_1,0.161*x_1_0*x_2_1,SIS,True
5676,0.0,0.0,-0.092*x_1_0*x_2_1,0.07*x_1_0*x_2_1,SI,True
5677,-x_1_0**3 + x_1_0 - x_1_1,0.793*x_1_0 + 0.021*x_1_1 + 0.372,0.855*x_1_0 - 0.855*x_2_0,0.0,FitzHughNagumo,True
5678,0.0,0.0,-0.108*x_1_0*x_2_1,0.139*x_1_0*x_2_1,SI,True
5679,0.0,0.0,-0.094*x_1_0*x_2_1,0.109*x_1_0*x_2_1,SI,True
5680,0.387*x_1_1,-0.111*x_1_1,-0.186*x_1_0*x_2_1,0.076*x_1_0*x_2_1,SIS,True
5681,-x_1_0**3 + x_1_0 - x_1_1,0.303*x_1_0 + 0.012*x_1_1 + 0.381,1.324*x_1_0 - 1.324*x_2_0,0.0,FitzHughNagumo,True
5682,-x_1_0**3 + x_1_0 - x_1_1,0.917*x_1_0 + 0.043*x_1_1 + 0.462,0.899*x_1_0 - 0.899*x_2_0,0.0,FitzHughNagumo,True
5683,-x_1_0**3 + x_1_0 - x_1_1,0.965*x_1_0 + 0.023*x_1_1 + 0.21,0.854*x_1_0 - 0.854*x_2_0,0.0,FitzHughNagumo,True
5684,0.0,0.0,-0.074*x_1_0*x_2_1,0.085*x_1_0*x_2_1,SI,True
5685,0.322*x_1_1,-0.233*x_1_1,-0.067*x_1_0*x_2_1,0.091*x_1_0*x_2_1,SIS,True
5686,-x_1_0**3 + x_1_0 - x_1_1,0.198*x_1_0 + 0.035*x_1_1 + 0.272,0.641*x_1_0 - 0.641*x_2_0,0.0,FitzHughNagumo,True
5687,-x_1_0**3 + x_1_0 - x_1_1,0.339*x_1_0 + 0.025*x_1_1 + 0.353,0.907*x_1_0 - 0.907*x_2_0,0.0,FitzHughNagumo,True
5688,-x_1_0**3 + x_1_0 - x_1_1,0.783*x_1_0 + 0.049*x_1_1 + 0.272,0.605*x_1_0 - 0.605*x_2_0,0.0,FitzHughNagumo,True
5689,0.16*x_1_1,-0.293*x_1_1,-0.077*x_1_0*x_2_1,0.186*x_1_0*x_2_1,SIS,True
5690,0.278*x_1_1,-0.255*x_1_1,-0.069*x_1_0*x_2_1,0.149*x_1_0*x_2_1,SIS,True
5691,0.0,0.0,-0.03*x_1_0*x_2_1,0.169*x_1_0*x_2_1,SI,True
5692,0.0,0.0,-0.139*x_1_0*x_2_1,0.137*x_1_0*x_2_1,SI,True
5693,-x_1_0**3 + x_1_0 - x_1_1,0.463*x_1_0 + 0.03*x_1_1 + 0.195,0.608*x_1_0 - 0.608*x_2_0,0.0,FitzHughNagumo,True
5694,0.0,0.0,-0.079*x_1_0*x_2_1,0.082*x_1_0*x_2_1,SI,True
5695,-x_1_0**3 + x_1_0 - x_1_1,0.603*x_1_0 + 0.028*x_1_1 + 0.479,1.025*x_1_0 - 1.025*x_2_0,0.0,FitzHughNagumo,True
5696,0.116*x_1_1,-0.298*x_1_1,-0.107*x_1_0*x_2_1,0.165*x_1_0*x_2_1,SIS,True
5697,0.0,0.0,-0.117*x_1_0*x_2_1,0.141*x_1_0*x_2_1,SI,True
5698,0.254*x_1_1,-0.29*x_1_1,-0.149*x_1_0*x_2_1,0.123*x_1_0*x_2_1,SIS,True
5699,-x_1_0**3 + x_1_0 - x_1_1,0.708*x_1_0 + 0.033*x_1_1 + 0.461,0.773*x_1_0 - 0.773*x_2_0,0.0,FitzHughNagumo,True
5700,0.0,0.0,-0.04*x_1_0*x_2_1,0.075*x_1_0*x_2_1,SI,True
5701,-x_1_0**3 + x_1_0 - x_1_1,0.641*x_1_0 + 0.023*x_1_1 + 0.151,0.551*x_1_0 - 0.551*x_2_0,0.0,FitzHughNagumo,True
5702,-x_1_0**3 + x_1_0 - x_1_1,0.516*x_1_0 + 0.045*x_1_1 + 0.463,0.973*x_1_0 - 0.973*x_2_0,0.0,FitzHughNagumo,True
5703,-x_1_0**3 + x_1_0 - x_1_1,0.327*x_1_0 + 0.035*x_1_1 + 0.316,1.379*x_1_0 - 1.379*x_2_0,0.0,FitzHughNagumo,True
5704,0.0,0.0,-0.073*x_1_0*x_2_1,0.04*x_1_0*x_2_1,SI,True
5705,0.382*x_1_1,-0.296*x_1_1,-0.139*x_1_0*x_2_1,0.084*x_1_0*x_2_1,SIS,True
5706,0.0,0.0,-0.143*x_1_0*x_2_1,0.2*x_1_0*x_2_1,SI,True
5707,0.0,0.0,-0.032*x_1_0*x_2_1,0.107*x_1_0*x_2_1,SI,True
5708,-x_1_0**3 + x_1_0 - x_1_1,0.981*x_1_0 + 0.036*x_1_1 + 0.299,1.099*x_1_0 - 1.099*x_2_0,0.0,FitzHughNagumo,True
5709,0.0,0.0,-0.119*x_1_0*x_2_1,0.197*x_1_0*x_2_1,SI,True
5710,-x_1_0**3 + x_1_0 - x_1_1,0.853*x_1_0 + 0.03*x_1_1 + 0.173,1.472*x_1_0 - 1.472*x_2_0,0.0,FitzHughNagumo,True
5711,0.0,0.0,-0.035*x_1_0*x_2_1,0.166*x_1_0*x_2_1,SI,True
5712,0.137*x_1_1,-0.246*x_1_1,-0.169*x_1_0*x_2_1,0.02*x_1_0*x_2_1,SIS,True
5713,0.204*x_1_1,-0.338*x_1_1,-0.182*x_1_0*x_2_1,0.191*x_1_0*x_2_1,SIS,True
5714,0.0,0.0,-0.116*x_1_0*x_2_1,0.093*x_1_0*x_2_1,SI,True
5715,-x_1_0**3 + x_1_0 - x_1_1,0.867*x_1_0 + 0.013*x_1_1 + 0.177,1.317*x_1_0 - 1.317*x_2_0,0.0,FitzHughNagumo,True
5716,0.0,0.0,-0.186*x_1_0*x_2_1,0.028*x_1_0*x_2_1,SI,True
5717,-x_1_0**3 + x_1_0 - x_1_1,0.833*x_1_0 + 0.048*x_1_1 + 0.218,0.892*x_1_0 - 0.892*x_2_0,0.0,FitzHughNagumo,True
5718,0.122*x_1_1,-0.357*x_1_1,-0.113*x_1_0*x_2_1,0.032*x_1_0*x_2_1,SIS,True
5719,0.0,0.0,-0.03*x_1_0*x_2_1,0.162*x_1_0*x_2_1,SI,True
5720,-x_1_0**3 + x_1_0 - x_1_1,0.19*x_1_0 + 0.035*x_1_1 + 0.498,1.184*x_1_0 - 1.184*x_2_0,0.0,FitzHughNagumo,True
5721,0.0,0.0,-0.192*x_1_0*x_2_1,0.066*x_1_0*x_2_1,SI,True
5722,0.0,0.0,-0.142*x_1_0*x_2_1,0.033*x_1_0*x_2_1,SI,True
5723,0.121*x_1_1,-0.101*x_1_1,-0.074*x_1_0*x_2_1,0.041*x_1_0*x_2_1,SIS,True
5724,-x_1_0**3 + x_1_0 - x_1_1,0.983*x_1_0 + 0.026*x_1_1 + 0.3,1.248*x_1_0 - 1.248*x_2_0,0.0,FitzHughNagumo,True
5725,-x_1_0**3 + x_1_0 - x_1_1,0.665*x_1_0 + 0.037*x_1_1 + 0.336,1.019*x_1_0 - 1.019*x_2_0,0.0,FitzHughNagumo,True
5726,0.389*x_1_1,-0.218*x_1_1,-0.167*x_1_0*x_2_1,0.142*x_1_0*x_2_1,SIS,True
5727,0.0,0.0,-0.185*x_1_0*x_2_1,0.173*x_1_0*x_2_1,SI,True
5728,-x_1_0**3 + x_1_0 - x_1_1,0.951*x_1_0 + 0.021*x_1_1 + 0.356,1.465*x_1_0 - 1.465*x_2_0,0.0,FitzHughNagumo,True
5729,-x_1_0**3 + x_1_0 - x_1_1,0.239*x_1_0 + 0.012*x_1_1 + 0.284,0.855*x_1_0 - 0.855*x_2_0,0.0,FitzHughNagumo,True
5730,-x_1_0**3 + x_1_0 - x_1_1,0.601*x_1_0 + 0.018*x_1_1 + 0.369,0.763*x_1_0 - 0.763*x_2_0,0.0,FitzHughNagumo,True
5731,0.392*x_1_1,-0.271*x_1_1,-0.171*x_1_0*x_2_1,0.083*x_1_0*x_2_1,SIS,True
5732,0.253*x_1_1,-0.199*x_1_1,-0.123*x_1_0*x_2_1,0.189*x_1_0*x_2_1,SIS,True
5733,0.0,0.0,-0.03*x_1_0*x_2_1,0.16*x_1_0*x_2_1,SI,True
5734,-x_1_0**3 + x_1_0 - x_1_1,0.612*x_1_0 + 0.033*x_1_1 + 0.37,1.394*x_1_0 - 1.394*x_2_0,0.0,FitzHughNagumo,True
5735,-x_1_0**3 + x_1_0 - x_1_1,0.799*x_1_0 + 0.033*x_1_1 + 0.124,0.593*x_1_0 - 0.593*x_2_0,0.0,FitzHughNagumo,True
5736,0.0,0.0,-0.165*x_1_0*x_2_1,0.054*x_1_0*x_2_1,SI,True
5737,-x_1_0**3 + x_1_0 - x_1_1,0.643*x_1_0 + 0.028*x_1_1 + 0.191,0.69*x_1_0 - 0.69*x_2_0,0.0,FitzHughNagumo,True
5738,0.123*x_1_1,-0.392*x_1_1,-0.089*x_1_0*x_2_1,0.171*x_1_0*x_2_1,SIS,True
5739,-x_1_0**3 + x_1_0 - x_1_1,0.501*x_1_0 + 0.016*x_1_1 + 0.279,0.996*x_1_0 - 0.996*x_2_0,0.0,FitzHughNagumo,True
5740,0.0,0.0,-0.085*x_1_0*x_2_1,0.092*x_1_0*x_2_1,SI,True
5741,0.0,0.0,-0.033*x_1_0*x_2_1,0.084*x_1_0*x_2_1,SI,True
5742,0.344*x_1_1,-0.203*x_1_1,-0.08*x_1_0*x_2_1,0.068*x_1_0*x_2_1,SIS,True
5743,0.316*x_1_1,-0.125*x_1_1,-0.068*x_1_0*x_2_1,0.132*x_1_0*x_2_1,SIS,True
5744,0.357*x_1_1,-0.162*x_1_1,-0.194*x_1_0*x_2_1,0.072*x_1_0*x_2_1,SIS,True
5745,-x_1_0**3 + x_1_0 - x_1_1,0.85*x_1_0 + 0.03*x_1_1 + 0.283,1.328*x_1_0 - 1.328*x_2_0,0.0,FitzHughNagumo,True
5746,-x_1_0**3 + x_1_0 - x_1_1,0.203*x_1_0 + 0.04*x_1_1 + 0.409,0.503*x_1_0 - 0.503*x_2_0,0.0,FitzHughNagumo,True
5747,-x_1_0**3 + x_1_0 - x_1_1,0.596*x_1_0 + 0.015*x_1_1 + 0.405,0.776*x_1_0 - 0.776*x_2_0,0.0,FitzHughNagumo,True
5748,0.0,0.0,-0.119*x_1_0*x_2_1,0.134*x_1_0*x_2_1,SI,True
5749,0.0,0.0,-0.032*x_1_0*x_2_1,0.166*x_1_0*x_2_1,SI,True
5750,0.171*x_1_1,-0.187*x_1_1,-0.174*x_1_0*x_2_1,0.166*x_1_0*x_2_1,SIS,True
5751,0.118*x_1_1,-0.166*x_1_1,-0.097*x_1_0*x_2_1,0.049*x_1_0*x_2_1,SIS,True
5752,-x_1_0**3 + x_1_0 - x_1_1,0.364*x_1_0 + 0.043*x_1_1 + 0.108,0.672*x_1_0 - 0.672*x_2_0,0.0,FitzHughNagumo,True
5753,0.303*x_1_1,-0.173*x_1_1,-0.096*x_1_0*x_2_1,0.025*x_1_0*x_2_1,SIS,True
5754,0.247*x_1_1,-0.108*x_1_1,-0.111*x_1_0*x_2_1,0.063*x_1_0*x_2_1,SIS,True
5755,0.257*x_1_1,-0.316*x_1_1,-0.167*x_1_0*x_2_1,0.047*x_1_0*x_2_1,SIS,True
5756,0.204*x_1_1,-0.131*x_1_1,-0.101*x_1_0*x_2_1,0.128*x_1_0*x_2_1,SIS,True
5757,0.278*x_1_1,-0.375*x_1_1,-0.077*x_1_0*x_2_1,0.114*x_1_0*x_2_1,SIS,True
5758,0.181*x_1_1,-0.13*x_1_1,-0.037*x_1_0*x_2_1,0.179*x_1_0*x_2_1,SIS,True
5759,-x_1_0**3 + x_1_0 - x_1_1,0.136*x_1_0 + 0.021*x_1_1 + 0.111,1.267*x_1_0 - 1.267*x_2_0,0.0,FitzHughNagumo,True
5760,0.205*x_1_1,-0.367*x_1_1,-0.03*x_1_0*x_2_1,0.177*x_1_0*x_2_1,SIS,True
5761,0.105*x_1_1,-0.387*x_1_1,-0.038*x_1_0*x_2_1,0.184*x_1_0*x_2_1,SIS,True
5762,0.0,0.0,-0.115*x_1_0*x_2_1,0.115*x_1_0*x_2_1,SI,True
5763,0.271*x_1_1,-0.23*x_1_1,-0.16*x_1_0*x_2_1,0.155*x_1_0*x_2_1,SIS,True
5764,0.0,0.0,-0.144*x_1_0*x_2_1,0.064*x_1_0*x_2_1,SI,True
5765,-x_1_0**3 + x_1_0 - x_1_1,0.802*x_1_0 + 0.05*x_1_1 + 0.3,1.174*x_1_0 - 1.174*x_2_0,0.0,FitzHughNagumo,True
5766,0.0,0.0,-0.11*x_1_0*x_2_1,0.079*x_1_0*x_2_1,SI,True
5767,0.12*x_1_1,-0.192*x_1_1,-0.124*x_1_0*x_2_1,0.051*x_1_0*x_2_1,SIS,True
5768,-x_1_0**3 + x_1_0 - x_1_1,0.995*x_1_0 + 0.015*x_1_1 + 0.269,0.691*x_1_0 - 0.691*x_2_0,0.0,FitzHughNagumo,True
5769,0.24*x_1_1,-0.198*x_1_1,-0.12*x_1_0*x_2_1,0.136*x_1_0*x_2_1,SIS,True
5770,0.395*x_1_1,-0.141*x_1_1,-0.133*x_1_0*x_2_1,0.079*x_1_0*x_2_1,SIS,True
5771,0.0,0.0,-0.138*x_1_0*x_2_1,0.064*x_1_0*x_2_1,SI,True
5772,0.0,0.0,-0.028*x_1_0*x_2_1,0.155*x_1_0*x_2_1,SI,True
5773,0.102*x_1_1,-0.121*x_1_1,-0.195*x_1_0*x_2_1,0.18*x_1_0*x_2_1,SIS,True
5774,-x_1_0**3 + x_1_0 - x_1_1,0.851*x_1_0 + 0.014*x_1_1 + 0.347,1.082*x_1_0 - 1.082*x_2_0,0.0,FitzHughNagumo,True
5775,0.291*x_1_1,-0.383*x_1_1,-0.131*x_1_0*x_2_1,0.178*x_1_0*x_2_1,SIS,True
5776,0.186*x_1_1,-0.272*x_1_1,-0.047*x_1_0*x_2_1,0.055*x_1_0*x_2_1,SIS,True
5777,0.239*x_1_1,-0.17*x_1_1,-0.14*x_1_0*x_2_1,0.037*x_1_0*x_2_1,SIS,True
5778,0.0,0.0,-0.146*x_1_0*x_2_1,0.111*x_1_0*x_2_1,SI,True
5779,-x_1_0**3 + x_1_0 - x_1_1,0.519*x_1_0 + 0.033*x_1_1 + 0.303,1.183*x_1_0 - 1.183*x_2_0,0.0,FitzHughNagumo,True
5780,-x_1_0**3 + x_1_0 - x_1_1,0.819*x_1_0 + 0.032*x_1_1 + 0.193,1.464*x_1_0 - 1.464*x_2_0,0.0,FitzHughNagumo,True
5781,0.0,0.0,-0.068*x_1_0*x_2_1,0.079*x_1_0*x_2_1,SI,True
5782,-x_1_0**3 + x_1_0 - x_1_1,0.348*x_1_0 + 0.039*x_1_1 + 0.228,1.037*x_1_0 - 1.037*x_2_0,0.0,FitzHughNagumo,True
5783,0.0,0.0,-0.114*x_1_0*x_2_1,0.11*x_1_0*x_2_1,SI,True
5784,0.0,0.0,-0.17*x_1_0*x_2_1,0.072*x_1_0*x_2_1,SI,True
5785,0.0,0.0,-0.092*x_1_0*x_2_1,0.061*x_1_0*x_2_1,SI,True
5786,0.4*x_1_1,-0.369*x_1_1,-0.108*x_1_0*x_2_1,0.188*x_1_0*x_2_1,SIS,True
5787,0.373*x_1_1,-0.102*x_1_1,-0.181*x_1_0*x_2_1,0.03*x_1_0*x_2_1,SIS,True
5788,0.0,0.0,-0.145*x_1_0*x_2_1,0.044*x_1_0*x_2_1,SI,True
5789,-x_1_0**3 + x_1_0 - x_1_1,0.844*x_1_0 + 0.017*x_1_1 + 0.243,0.907*x_1_0 - 0.907*x_2_0,0.0,FitzHughNagumo,True
5790,-x_1_0**3 + x_1_0 - x_1_1,0.911*x_1_0 + 0.013*x_1_1 + 0.186,1.257*x_1_0 - 1.257*x_2_0,0.0,FitzHughNagumo,True
5791,-x_1_0**3 + x_1_0 - x_1_1,0.275*x_1_0 + 0.021*x_1_1 + 0.411,1.331*x_1_0 - 1.331*x_2_0,0.0,FitzHughNagumo,True
5792,0.322*x_1_1,-0.221*x_1_1,-0.157*x_1_0*x_2_1,0.187*x_1_0*x_2_1,SIS,True
5793,0.23*x_1_1,-0.364*x_1_1,-0.174*x_1_0*x_2_1,0.198*x_1_0*x_2_1,SIS,True
5794,-x_1_0**3 + x_1_0 - x_1_1,0.906*x_1_0 + 0.011*x_1_1 + 0.145,0.678*x_1_0 - 0.678*x_2_0,0.0,FitzHughNagumo,True
5795,0.397*x_1_1,-0.14*x_1_1,-0.177*x_1_0*x_2_1,0.167*x_1_0*x_2_1,SIS,True
5796,-x_1_0**3 + x_1_0 - x_1_1,0.659*x_1_0 + 0.048*x_1_1 + 0.173,1.256*x_1_0 - 1.256*x_2_0,0.0,FitzHughNagumo,True
5797,-x_1_0**3 + x_1_0 - x_1_1,0.792*x_1_0 + 0.03*x_1_1 + 0.302,1.304*x_1_0 - 1.304*x_2_0,0.0,FitzHughNagumo,True
5798,0.269*x_1_1,-0.387*x_1_1,-0.171*x_1_0*x_2_1,0.092*x_1_0*x_2_1,SIS,True
5799,-x_1_0**3 + x_1_0 - x_1_1,0.373*x_1_0 + 0.035*x_1_1 + 0.318,1.468*x_1_0 - 1.468*x_2_0,0.0,FitzHughNagumo,True
5800,0.132*x_1_1,-0.177*x_1_1,-0.062*x_1_0*x_2_1,0.158*x_1_0*x_2_1,SIS,True
5801,-x_1_0**3 + x_1_0 - x_1_1,0.952*x_1_0 + 0.031*x_1_1 + 0.22,1.085*x_1_0 - 1.085*x_2_0,0.0,FitzHughNagumo,True
5802,-x_1_0**3 + x_1_0 - x_1_1,0.221*x_1_0 + 0.042*x_1_1 + 0.454,0.979*x_1_0 - 0.979*x_2_0,0.0,FitzHughNagumo,True
5803,0.0,0.0,-0.022*x_1_0*x_2_1,0.167*x_1_0*x_2_1,SI,True
5804,0.296*x_1_1,-0.173*x_1_1,-0.028*x_1_0*x_2_1,0.13*x_1_0*x_2_1,SIS,True
5805,0.0,0.0,-0.142*x_1_0*x_2_1,0.17*x_1_0*x_2_1,SI,True
5806,0.212*x_1_1,-0.288*x_1_1,-0.127*x_1_0*x_2_1,0.095*x_1_0*x_2_1,SIS,True
5807,-x_1_0**3 + x_1_0 - x_1_1,0.78*x_1_0 + 0.046*x_1_1 + 0.112,0.541*x_1_0 - 0.541*x_2_0,0.0,FitzHughNagumo,True
5808,0.0,0.0,-0.056*x_1_0*x_2_1,0.028*x_1_0*x_2_1,SI,True
5809,0.0,0.0,-0.092*x_1_0*x_2_1,0.18*x_1_0*x_2_1,SI,True
5810,0.0,0.0,-0.067*x_1_0*x_2_1,0.072*x_1_0*x_2_1,SI,True
5811,-x_1_0**3 + x_1_0 - x_1_1,0.17*x_1_0 + 0.015*x_1_1 + 0.376,0.537*x_1_0 - 0.537*x_2_0,0.0,FitzHughNagumo,True
5812,0.253*x_1_1,-0.26*x_1_1,-0.084*x_1_0*x_2_1,0.122*x_1_0*x_2_1,SIS,True
5813,0.0,0.0,-0.135*x_1_0*x_2_1,0.143*x_1_0*x_2_1,SI,True
5814,0.16*x_1_1,-0.294*x_1_1,-0.115*x_1_0*x_2_1,0.132*x_1_0*x_2_1,SIS,True
5815,0.0,0.0,-0.075*x_1_0*x_2_1,0.155*x_1_0*x_2_1,SI,True
5816,-x_1_0**3 + x_1_0 - x_1_1,0.264*x_1_0 + 0.02*x_1_1 + 0.244,1.217*x_1_0 - 1.217*x_2_0,0.0,FitzHughNagumo,True
5817,0.0,0.0,-0.064*x_1_0*x_2_1,0.199*x_1_0*x_2_1,SI,True
5818,0.231*x_1_1,-0.37*x_1_1,-0.061*x_1_0*x_2_1,0.079*x_1_0*x_2_1,SIS,True
5819,0.259*x_1_1,-0.279*x_1_1,-0.046*x_1_0*x_2_1,0.127*x_1_0*x_2_1,SIS,True
5820,-x_1_0**3 + x_1_0 - x_1_1,0.17*x_1_0 + 0.036*x_1_1 + 0.118,1.088*x_1_0 - 1.088*x_2_0,0.0,FitzHughNagumo,True
5821,0.0,0.0,-0.097*x_1_0*x_2_1,0.161*x_1_0*x_2_1,SI,True
5822,-x_1_0**3 + x_1_0 - x_1_1,0.994*x_1_0 + 0.02*x_1_1 + 0.479,0.674*x_1_0 - 0.674*x_2_0,0.0,FitzHughNagumo,True
5823,-x_1_0**3 + x_1_0 - x_1_1,0.439*x_1_0 + 0.033*x_1_1 + 0.397,1.462*x_1_0 - 1.462*x_2_0,0.0,FitzHughNagumo,True
5824,0.0,0.0,-0.194*x_1_0*x_2_1,0.189*x_1_0*x_2_1,SI,True
5825,0.26*x_1_1,-0.211*x_1_1,-0.101*x_1_0*x_2_1,0.137*x_1_0*x_2_1,SIS,True
5826,-x_1_0**3 + x_1_0 - x_1_1,0.785*x_1_0 + 0.016*x_1_1 + 0.133,0.512*x_1_0 - 0.512*x_2_0,0.0,FitzHughNagumo,True
5827,0.0,0.0,-0.151*x_1_0*x_2_1,0.047*x_1_0*x_2_1,SI,True
5828,0.313*x_1_1,-0.329*x_1_1,-0.022*x_1_0*x_2_1,0.138*x_1_0*x_2_1,SIS,True
5829,-x_1_0**3 + x_1_0 - x_1_1,0.854*x_1_0 + 0.011*x_1_1 + 0.186,1.436*x_1_0 - 1.436*x_2_0,0.0,FitzHughNagumo,True
5830,0.277*x_1_1,-0.128*x_1_1,-0.051*x_1_0*x_2_1,0.073*x_1_0*x_2_1,SIS,True
5831,-x_1_0**3 + x_1_0 - x_1_1,0.82*x_1_0 + 0.033*x_1_1 + 0.49,0.611*x_1_0 - 0.611*x_2_0,0.0,FitzHughNagumo,True
5832,0.348*x_1_1,-0.39*x_1_1,-0.025*x_1_0*x_2_1,0.084*x_1_0*x_2_1,SIS,True
5833,0.0,0.0,-0.118*x_1_0*x_2_1,0.159*x_1_0*x_2_1,SI,True
5834,0.0,0.0,-0.095*x_1_0*x_2_1,0.1*x_1_0*x_2_1,SI,True
5835,-x_1_0**3 + x_1_0 - x_1_1,0.485*x_1_0 + 0.021*x_1_1 + 0.319,0.976*x_1_0 - 0.976*x_2_0,0.0,FitzHughNagumo,True
5836,0.0,0.0,-0.16*x_1_0*x_2_1,0.112*x_1_0*x_2_1,SI,True
5837,0.0,0.0,-0.171*x_1_0*x_2_1,0.12*x_1_0*x_2_1,SI,True
5838,-x_1_0**3 + x_1_0 - x_1_1,0.944*x_1_0 + 0.036*x_1_1 + 0.138,1.444*x_1_0 - 1.444*x_2_0,0.0,FitzHughNagumo,True
5839,0.0,0.0,-0.105*x_1_0*x_2_1,0.041*x_1_0*x_2_1,SI,True
5840,0.0,0.0,-0.149*x_1_0*x_2_1,0.027*x_1_0*x_2_1,SI,True
5841,0.281*x_1_1,-0.351*x_1_1,-0.096*x_1_0*x_2_1,0.044*x_1_0*x_2_1,SIS,True
5842,0.242*x_1_1,-0.357*x_1_1,-0.129*x_1_0*x_2_1,0.086*x_1_0*x_2_1,SIS,True
5843,0.0,0.0,-0.177*x_1_0*x_2_1,0.035*x_1_0*x_2_1,SI,True
5844,-x_1_0**3 + x_1_0 - x_1_1,0.845*x_1_0 + 0.021*x_1_1 + 0.267,0.518*x_1_0 - 0.518*x_2_0,0.0,FitzHughNagumo,True
5845,0.0,0.0,-0.077*x_1_0*x_2_1,0.044*x_1_0*x_2_1,SI,True
5846,-x_1_0**3 + x_1_0 - x_1_1,0.361*x_1_0 + 0.031*x_1_1 + 0.401,1.358*x_1_0 - 1.358*x_2_0,0.0,FitzHughNagumo,True
5847,0.0,0.0,-0.086*x_1_0*x_2_1,0.137*x_1_0*x_2_1,SI,True
5848,0.0,0.0,-0.054*x_1_0*x_2_1,0.186*x_1_0*x_2_1,SI,True
5849,0.0,0.0,-0.034*x_1_0*x_2_1,0.128*x_1_0*x_2_1,SI,True
5850,0.378*x_1_1,-0.313*x_1_1,-0.039*x_1_0*x_2_1,0.059*x_1_0*x_2_1,SIS,True
5851,0.179*x_1_1,-0.296*x_1_1,-0.13*x_1_0*x_2_1,0.179*x_1_0*x_2_1,SIS,True
5852,0.0,0.0,-0.021*x_1_0*x_2_1,0.099*x_1_0*x_2_1,SI,True
5853,0.0,0.0,-0.034*x_1_0*x_2_1,0.199*x_1_0*x_2_1,SI,True
5854,0.224*x_1_1,-0.283*x_1_1,-0.197*x_1_0*x_2_1,0.036*x_1_0*x_2_1,SIS,True
5855,-x_1_0**3 + x_1_0 - x_1_1,0.46*x_1_0 + 0.026*x_1_1 + 0.197,0.729*x_1_0 - 0.729*x_2_0,0.0,FitzHughNagumo,True
5856,-x_1_0**3 + x_1_0 - x_1_1,0.404*x_1_0 + 0.049*x_1_1 + 0.496,1.492*x_1_0 - 1.492*x_2_0,0.0,FitzHughNagumo,True
5857,-x_1_0**3 + x_1_0 - x_1_1,0.76*x_1_0 + 0.05*x_1_1 + 0.146,0.52*x_1_0 - 0.52*x_2_0,0.0,FitzHughNagumo,True
5858,0.237*x_1_1,-0.18*x_1_1,-0.141*x_1_0*x_2_1,0.098*x_1_0*x_2_1,SIS,True
5859,-x_1_0**3 + x_1_0 - x_1_1,0.646*x_1_0 + 0.012*x_1_1 + 0.135,1.255*x_1_0 - 1.255*x_2_0,0.0,FitzHughNagumo,True
5860,0.0,0.0,-0.037*x_1_0*x_2_1,0.082*x_1_0*x_2_1,SI,True
5861,0.275*x_1_1,-0.258*x_1_1,-0.094*x_1_0*x_2_1,0.033*x_1_0*x_2_1,SIS,True
5862,-x_1_0**3 + x_1_0 - x_1_1,0.275*x_1_0 + 0.014*x_1_1 + 0.333,1.192*x_1_0 - 1.192*x_2_0,0.0,FitzHughNagumo,True
5863,0.0,0.0,-0.033*x_1_0*x_2_1,0.099*x_1_0*x_2_1,SI,True
5864,-x_1_0**3 + x_1_0 - x_1_1,0.402*x_1_0 + 0.03*x_1_1 + 0.193,0.769*x_1_0 - 0.769*x_2_0,0.0,FitzHughNagumo,True
5865,-x_1_0**3 + x_1_0 - x_1_1,0.978*x_1_0 + 0.041*x_1_1 + 0.26,0.686*x_1_0 - 0.686*x_2_0,0.0,FitzHughNagumo,True
5866,-x_1_0**3 + x_1_0 - x_1_1,0.33*x_1_0 + 0.039*x_1_1 + 0.257,0.753*x_1_0 - 0.753*x_2_0,0.0,FitzHughNagumo,True
